IMG_Contig_Name,Original_Contig_Name,Bin,Contig %GC,Contig Length,Locus_Tag,IMG_Gene_ID,Gene_Start,Gene_Stop,Gene_Length,Homolog_Gene_ID,Homolog_Taxon_ID,Lineage %ID,Lineage,Product,Source,COG_ID,Cog %ID,PFAM_ID,KO_Term,KO %ID,EC_Number
WOR52_10021215,WOR1_52_54_19671,#N/A,39.0244,6888,WOR52_100212159,WOR52_10021215.31,6223,6888,665,2510093290,2510065009,30.6,"Archaea;Crenarchaeota;Thermoprotei;Acidilobales;Caldisphaeraceae;Caldisphaera;lagunensis;Caldisphaera lagunensis IC-154, DSM 15908",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,25.74,pfam00155,KO:K00812,30.6,EC:2.6.1.1
WOR52_10004546,WOR1_52_54_1804,#N/A,43.1437,21287,WOR52_1000454615,WOR52_10004546.50,15350,16672,1322,2504718292,2504643023,43.8,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,43.71,pfam00202,KO:K01845,44.2,EC:5.4.3.8
WOR52_10005102,WOR1_52_54_2429,#N/A,42.1576,18687,WOR52_1000510216,WOR52_10005102.50,12789,14618,1829,2504718689,2504643023,55.6,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,47.39,pfam07765,KO:K00820,48.3,EC:2.6.1.16
WOR52_10010396,WOR1_52_54_8180,#N/A,42.0202,18315,WOR52_1001039619,WOR52_10010396.64,12244,14016,1772,2504718689,2504643023,56.5,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,45.36,pfam00310,KO:K00820,48.8,EC:2.6.1.16
WOR52_10041147,WOR1_52_54_64927,#N/A,43.5077,16404,WOR52_1004114711,WOR52_10041147.35,7180,8625,1445,2504718689,2504643023,52.7,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,43.27,pfam13537,KO:K00820,43.4,EC:2.6.1.16
WOR52_10007128,WOR1_52_54_4653,#N/A,46.1826,16307,WOR52_1000712823,WOR52_10007128.70,14523,16274,1751,2504718689,2504643023,50.2,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,46.08,pfam00310,KO:K00820,45.6,EC:2.6.1.16
WOR52_10006229,WOR1_52_54_3678,#N/A,39.9372,15597,WOR52_1000622918,WOR52_10006229.58,12589,14418,1829,2504718689,2504643023,54.8,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,46.24,pfam12041,KO:K00820,47.5,EC:2.6.1.16
WOR52_10014105,WOR1_52_54_12143,#N/A,45.9481,15030,WOR52_100141054,WOR52_10014105.12,3340,5163,1823,2504718689,2504643023,48.5,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,40.82,pfam00310,KO:K00820,43.7,EC:2.6.1.16
WOR52_10006956,WOR1_52_54_4462,#N/A,43.9373,14985,WOR52_1000695617,WOR52_10006956.49,12938,14761,1823,2504718689,2504643023,54,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,47.54,pfam00310,KO:K00820,48.1,EC:2.6.1.16
WOR52_10006952,WOR1_52_54_4458,#N/A,44.3244,14254,WOR52_100069529,WOR52_10006952.27,8837,10282,1445,2504718292,2504643023,52.4,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,47.14,pfam00202,KO:K01845,44.2,EC:5.4.3.8
WOR52_10007513,WOR1_52_54_5070,#N/A,43.2782,13471,WOR52_100075135,WOR52_10007513.11,1872,3695,1823,2504718689,2504643023,52.8,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,47.54,pfam00310,KO:K00820,47.9,EC:2.6.1.16
WOR52_10013273,WOR1_52_54_11259,#N/A,47.0244,12132,WOR52_100132738,WOR52_10013273.23,5234,7057,1823,2504718689,2504643023,54.5,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,47.05,pfam05130,KO:K00820,48.7,EC:2.6.1.16
WOR52_10038966,WOR1_52_54_47449,#N/A,48.743,12092,WOR52_100389664,WOR52_10038966.12,1722,3503,1781,2504718689,2504643023,53,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,44.99,pfam00310,KO:K00820,46.5,EC:2.6.1.16
WOR52_10008710,WOR1_52_54_6362,#N/A,41.1185,12070,WOR52_1000871013,WOR52_10008710.40,6805,8088,1283,2504718646,2504643023,48,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,43.74,pfam11229,KO:K01845,45,EC:5.4.3.8
WOR52_10009131,WOR1_52_54_6821,#N/A,43.534,11692,WOR52_100091311,WOR52_10009131.1,329,2158,1829,2504718689,2504643023,55.4,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,46.57,pfam00310,KO:K00820,47.9,EC:2.6.1.16
WOR52_10011074,WOR1_52_54_8906,#N/A,44.9906,11658,WOR52_1001107411,WOR52_10011074.37,10162,11457,1295,2504718646,2504643023,46.8,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,43.29,pfam00202,KO:K01845,47.8,EC:5.4.3.8
WOR52_10009549,WOR1_52_54_7263,#N/A,42.6164,11336,WOR52_1000954913,WOR52_10009549.42,7282,9141,1859,2504718689,2504643023,53.2,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,44.05,pfam03776,KO:K00820,48.7,EC:2.6.1.16
WOR52_10009594,WOR1_52_54_7314,#N/A,47.4168,11304,WOR52_100095943,WOR52_10009594.9,3296,5119,1823,2504718689,2504643023,50.5,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,42.62,pfam00310,KO:K00820,46,EC:2.6.1.16
WOR52_10010331,WOR1_52_54_8111,#N/A,52.9248,10753,WOR52_100103319,WOR52_10010331.23,6280,7158,878,2504717414,2504643023,48.5,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,Methionine aminopeptidase,COG0024,COG0024,50,pfam00557,KO:K01265,46,EC:3.4.11.18
WOR52_10039754,WOR1_52_54_52428,#N/A,47.7025,9249,WOR52_100397542,WOR52_10039754.5,833,2149,1316,2504718292,2504643023,52.6,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,46.45,pfam00202,KO:K01845,44.7,EC:5.4.3.8
WOR52_10013763,WOR1_52_54_11779,#N/A,45.5909,8936,WOR52_100137638,WOR52_10013763.25,7084,8886,1802,2504718689,2504643023,55.5,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,45.42,pfam00310,KO:K00820,48,EC:2.6.1.16
WOR52_10014133,WOR1_52_54_12173,#N/A,59.0589,8798,WOR52_100141332,WOR52_10014133.5,1356,2396,1040,2504718689,2504643023,27.2,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,,,COG0449,28.68,pfam08359,KO:K00820,30.3,EC:2.6.1.16
WOR52_10015980,WOR1_52_54_14145,#N/A,55.4421,8618,WOR52_100159802,WOR52_10015980.5,360,1682,1322,2504718646,2504643023,47.1,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,45.08,pfam00202,KO:K01845,46.6,EC:5.4.3.8
WOR52_10002758,18679,#N/A,46.8991,8175,WOR52_100027582,WOR52_10002758.6,238,777,539,2504718284,2504643023,60.4,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,Aminotransferase class-III,pfam00202,COG0001,44.44,pfam00202,KO:K01845,56.6,EC:5.4.3.8
WOR52_10043198,WOR1_52_54_101005,#N/A,42.8553,7607,WOR52_100431988,WOR52_10043198.23,6095,7606,1511,2504718689,2504643023,47,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,41.42,pfam01380,KO:K00820,41.6,EC:2.6.1.16
WOR52_10019252,WOR1_52_54_17608,#N/A,45.1781,7300,WOR52_100192527,WOR52_10019252.16,4001,5824,1823,2504718689,2504643023,53.3,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,45.08,pfam00310,KO:K00820,47.4,EC:2.6.1.16
WOR52_10020669,WOR1_52_54_19103,#N/A,42.6497,7299,WOR52_100206692,WOR52_10020669.5,764,2593,1829,2504718689,2504643023,54.6,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,46.57,pfam15505,KO:K00820,49.1,EC:2.6.1.16
WOR52_10021641,WOR1_52_54_20114,#N/A,45.5769,6986,WOR52_100216417,WOR52_10021641.23,6420,6791,371,2504718689,2504643023,58.4,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,46.72,pfam01380,KO:K00820,48.4,EC:2.6.1.16
WOR52_10021641,WOR1_52_54_20114,#N/A,45.5769,6986,WOR52_100216418,WOR52_10021641.26,6802,6984,182,2504718689,2504643023,38.3,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,RNA polymerase II transcription mediator complex subunit 9,pfam07544,COG0449,41.67,pfam07544,KO:K00820,37.3,EC:2.6.1.16
WOR52_10000166,4496,#N/A,42.7371,6547,WOR52_100001664,WOR52_10000166.11,1898,3424,1526,2504718689,2504643023,52.8,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,44.97,pfam13580,KO:K00820,48.6,EC:2.6.1.16
WOR52_10041797,WOR1_52_54_72718,#N/A,43.829,6409,WOR52_100417976,WOR52_10041797.17,3193,5019,1826,2504718689,2504643023,53.5,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,46.86,pfam04691,KO:K00820,48,EC:2.6.1.16
WOR52_10036604,WOR1_52_54_36310,#N/A,49.7655,6396,WOR52_100366045,WOR52_10036604.16,3114,4937,1823,2504718689,2504643023,55.9,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,47.29,pfam00310,KO:K00820,49,EC:2.6.1.16
WOR52_10026908,WOR1_52_54_25654,#N/A,43.8253,5976,WOR52_100269083,WOR52_10026908.7,1421,3184,1763,2504718689,2504643023,49.1,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,42.78,pfam00310,KO:K00820,43.2,EC:2.6.1.16
WOR52_10043887,WOR1_52_54_143971,#N/A,47.0816,5671,WOR52_1004388710,WOR52_10043887.27,4627,5670,1043,2504718646,2504643023,48.7,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,43.66,pfam00202,KO:K01845,43.2,EC:5.4.3.8
WOR52_10044093,WOR1_52_54_174543,#N/A,44.5978,5507,WOR52_100440935,WOR52_10044093.13,2928,4691,1763,2504718689,2504643023,54,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,45.07,pfam02796,KO:K00820,46.5,EC:2.6.1.16
WOR52_10042911,WOR1_52_54_92890,#N/A,41.6776,5341,WOR52_100429111,WOR52_10042911.1,1,648,647,2504718292,2504643023,42.1,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,Aminotransferase class-III,pfam00202,COG0001,35.35,pfam00202,KO:K01845,38.1,EC:5.4.3.8
WOR52_10035507,WOR1_52_54_34656,#N/A,49.3394,5071,WOR52_100355071,WOR52_10035507.1,1,1239,1238,2504718292,2504643023,51.9,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,46.38,pfam00202,KO:K01845,44,EC:5.4.3.8
WOR52_10039495,WOR1_52_54_50719,#N/A,42.7004,5014,WOR52_100394956,WOR52_10039495.17,2926,4776,1850,2504718689,2504643023,55.3,Archaea;Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;unclassified Thaumarchaeota;Candidatus Caldiarchaeum;subterraneum;Candidatus Caldiarchaeum subterraneum,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,47.06,pfam00310,KO:K00820,48.1,EC:2.6.1.16
WOR52_10008793,WOR1_52_54_6453,70-1,39.5898,11993,WOR52_1000879310,WOR52_10008793.28,4515,5735,1220,2507081359,2506783052,45.1,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;halophilic archaeon;unclassified halophilic archaeon;halophilic archaeon DL31,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,39.25,pfam00202,KO:K01845,45.1,EC:5.4.3.8
WOR52_10020381,WOR1_52_54_18804,#N/A,47.6049,7056,WOR52_100203816,WOR52_10020381.18,5049,6434,1385,2507081359,2506783052,44.8,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;halophilic archaeon;unclassified halophilic archaeon;halophilic archaeon DL31,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,40.91,pfam00202,KO:K01845,44.8,EC:5.4.3.8
WOR52_10012186,WOR1_52_54_10095,45,57.9908,11507,WOR52_100121869,WOR52_10012186.29,7118,8455,1337,2504813567,2504756013,55.3,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,51.8,pfam00202,KO:K00823,54.6,EC:2.6.1.19
WOR52_10035473,WOR1_52_54_34619,45,60.741,5074,WOR52_100354736,WOR52_10035473.18,3741,5072,1331,2504813567,2504756013,56.5,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,52.37,pfam15366,KO:K00823,55.1,EC:2.6.1.19
WOR52_10005603,WOR1_52_54_2987,76,47.3366,17027,WOR52_100056039,WOR52_10005603.30,10157,11494,1337,2504813567,2504756013,54.6,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,50.68,pfam00202,KO:K00823,56.6,EC:2.6.1.19
WOR52_10000467,15828,#N/A,39.676,90982,WOR52_1000046748,WOR52_10000467.175,47970,48563,593,2504813695,2504756013,34.6,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),Peptidase S24-like,pfam00717,COG2932,45,pfam13789,KO:K13280,31.5,EC:3.4.-
WOR52_10003149,WOR1_52_54_183,#N/A,47.5389,53289,WOR52_1000314930,WOR52_10003149.97,27620,28243,623,2504813695,2504756013,36.3,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),Peptidase S24-like,pfam00717,COG0681,18.18,pfam01034,KO:K13280,31.6,EC:3.4.-
WOR52_10004289,WOR1_52_54_1524,#N/A,50.5291,37236,WOR52_1000428919,WOR52_10004289.50,11742,12266,524,2504813695,2504756013,41.4,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),Peptidase S24-like,pfam00717,COG0681,17.69,pfam00717,KO:K13280,40,EC:3.4.-
WOR52_10003851,WOR1_52_54_1024,#N/A,48.6478,26994,WOR52_100038519,WOR52_10003851.30,10212,10862,650,2504813695,2504756013,36.9,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),Peptidase S24-like,pfam00717,COG0681,18.59,pfam10933,KO:K13280,31.8,EC:3.4.-
WOR52_10003871,WOR1_52_54_1048,#N/A,42.638,26725,WOR52_1000387121,WOR52_10003871.70,15666,16673,1007,2504813695,2504756013,39.5,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),Peptidase S24-like,pfam00717,COG2932,24.47,pfam02687,,,
WOR52_10004342,WOR1_52_54_1585,#N/A,41.6034,22664,WOR52_1000434216,WOR52_10004342.46,12165,12779,614,2504813695,2504756013,35.7,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),Peptidase S24-like,pfam00717,,,pfam08693,KO:K13280,32.3,EC:3.4.-
WOR52_10009388,WOR1_52_54_7092,#N/A,43.032,16016,WOR52_100093889,WOR52_10009388.25,7349,7954,605,2504813695,2504756013,36.5,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),Peptidase S24-like,pfam00717,COG0681,18.44,pfam00717,KO:K13280,32.6,EC:3.4.-
WOR52_10001355,16716,#N/A,49.6549,14635,WOR52_100013556,WOR52_10001355.18,4478,4987,509,2504813695,2504756013,33.9,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),Peptidase S24-like,pfam00717,COG2932,21.36,pfam00717,KO:K13280,31.4,EC:3.4.-
WOR52_10018433,WOR1_52_54_16737,#N/A,40.5729,14034,WOR52_1001843311,WOR52_10018433.31,8848,9423,575,2504813695,2504756013,36.9,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),Peptidase S24-like,pfam00717,COG0681,22.52,pfam00664,KO:K13280,34.2,EC:3.4.-
WOR52_10017524,WOR1_52_54_15769,#N/A,48.8352,8199,WOR52_100175244,WOR52_10017524.13,4677,5189,512,2504813695,2504756013,33.7,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),Peptidase S24-like,pfam00717,COG2932,25.97,pfam02699,KO:K13280,32.5,EC:3.4.-
WOR52_10038149,WOR1_52_54_42752,#N/A,42.7761,7579,WOR52_100381495,WOR52_10038149.15,2875,3546,671,2504813695,2504756013,38.5,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),Peptidase S24-like,pfam00717,COG0681,17.33,pfam11694,,,
WOR52_10037291,WOR1_52_54_38835,#N/A,54.3541,5845,WOR52_100372911,WOR52_10037291.1,2,649,647,2504813695,2504756013,34.3,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),Peptidase S24-like,pfam00717,COG1293,17.39,pfam00717,KO:K13280,32.3,EC:3.4.-
WOR52_10032002,WOR1_52_54_30981,#N/A,48.4702,5393,WOR52_100320026,WOR52_10032002.19,2741,3295,554,2504813695,2504756013,34.5,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),Peptidase S24-like,pfam00717,COG0681,16.56,pfam00717,KO:K13280,32.8,EC:3.4.-
WOR52_10000612,15973,#N/A,42.7252,84208,WOR52_1000061296,WOR52_10000612.307,81087,82436,1349,2504813567,2504756013,55.5,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,50.22,pfam00202,KO:K00823,58,EC:2.6.1.19
WOR52_10003220,WOR1_52_54_266,#N/A,36.8675,73444,WOR52_1000322048,WOR52_10003220.158,42537,43883,1346,2504813567,2504756013,56.2,Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;unclassified Archaea;Geoarchaeota archaeon OSPB-1 (8 best scaffolds),4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,49.66,pfam00202,KO:K00823,54.5,EC:2.6.1.19
