IMG_Contig_Name,Original_Contig_Name,Bin,Contig %GC,Contig Length,Locus_Tag,IMG_Gene_ID,Gene_Start,Gene_Stop,Gene_Length,Homolog_Gene_ID,Homolog_Taxon_ID,Lineage %ID,Lineage,Product,Source,COG_ID,Cog %ID,PFAM_ID,KO_Term,KO %ID,EC_Number
WOR8_10017911,WOR_8-12_17348,SG8-23-1,51.4237,7059,WOR8_100179115,WOR8_10017911.13,1251,2870,1619,2506093850,2505679103,36.8,"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;kuznetsovii;Desulfotomaculum kuznetsovii 17, DSM 6115","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,38.12,pfam01855,KO:K00179,36.8,EC:1.2.7.8
WOR8_10015461,WOR_8-12_14705,SG8-23-2,68.159,7371,WOR8_1001546110,WOR8_10015461.32,6578,7369,791,2506094477,2505679103,59.4,"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;kuznetsovii;Desulfotomaculum kuznetsovii 17, DSM 6115","Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,45.69,pfam00037,KO:K00179,59.4,EC:1.2.7.8
WOR8_10030936,WOR_8-12_33147,SG8-25,66.88,7032,WOR8_100309364,WOR8_10030936.11,3108,4307,1199,2506091303,2505679103,48.1,"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;kuznetsovii;Desulfotomaculum kuznetsovii 17, DSM 6115",Ornithine/acetylornithine aminotransferase,COG4992,COG4992,48.26,pfam00202,KO:K00821,47.6,EC:2.6.1.11
WOR8_10032135,WOR_8-12_43576,SG8-34,58.6682,7839,WOR8_100321355,WOR8_10032135.14,2452,3204,752,2506094030,2505679103,54.5,"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;kuznetsovii;Desulfotomaculum kuznetsovii 17, DSM 6115",Methionine aminopeptidase,COG0024,COG0024,54.4,pfam00557,KO:K01265,54.5,EC:3.4.11.18
WOR8_10033227,WOR_8-12_62095,SG8-51-1,50.3797,5399,WOR8_100332274,WOR8_10033227.10,2220,3503,1283,2506092496,2505679103,63.7,"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfotomaculum;kuznetsovii;Desulfotomaculum kuznetsovii 17, DSM 6115",Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,63.59,pfam00202,KO:K01845,63.7,EC:5.4.3.8
WOR8_10009884,WOR_8-12_46156,SG8-25,66.1743,10291,WOR8_100098841,WOR8_10009884.1,2,388,386,640528824,640427128,83.1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Pelotomaculum;thermopropionicum;Pelotomaculum thermopropionicum SI,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,61.9,pfam01855,KO:K00179,83.1,EC:1.2.7.8
WOR8_10033164,WOR_8-12_60525,0,46.0383,7459,WOR8_100331641,WOR8_10033164.1,1,846,845,646798027,646564578,35.5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Thermincola;potens;Thermincola potens JR,Peptidase family C25,pfam01364,,,pfam01364,,,
WOR8_10003000,WOR_8-12_2999,SG8-51-2,50.7568,17046,WOR8_1000300015,WOR8_10003000.50,13505,14788,1283,646797748,646564578,63.1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Thermincola;potens;Thermincola potens JR,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,62.38,pfam00202,KO:K01845,63.1,EC:5.4.3.8
WOR8_10012864,WOR_8-12_11773,0,33.978,8273,WOR8_100128649,WOR8_10012864.30,6268,7359,1091,648433770,648276712,33.1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus;stomatis;Peptostreptococcus stomatis DSM 17678,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,33.52,pfam01380,KO:K00820,35.6,EC:2.6.1.16
WOR8_10002120,WOR_8-12_2119,SG8-2,45.8279,19822,WOR8_1000212020,WOR8_10002120.65,15522,16046,524,2510777756,2510461053,45.1,"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acetivibrio;cellulolyticus;Acetivibrio cellulolyticus CD2, DSM 1870 (ORNL annotation)",Peptidase family M50,pfam02163,,,pfam11667,,,
WOR8_10019082,WOR_8-12_18593,SG8-2,47.6582,9843,WOR8_100190828,WOR8_10019082.26,4174,4698,524,2510777756,2510461053,45.1,"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acetivibrio;cellulolyticus;Acetivibrio cellulolyticus CD2, DSM 1870 (ORNL annotation)",Peptidase family M50,pfam02163,,,pfam02163,,,
WOR8_10017942,WOR_8-12_17380,0,49.439,7041,WOR8_100179426,WOR8_10017942.19,5399,6778,1379,644400355,643886183,70.2,Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Dethiobacter;alkaliphilus;Dethiobacter alkaliphilus AHT1,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,41.59,pfam00202,KO:K00823,56.3,EC:2.6.1.19
WOR8_10013016,WOR_8-12_11949,SG8-38-2,63.8622,8213,WOR8_100130161,WOR8_10013016.1,2,337,335,644402614,643886183,69.4,Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Dethiobacter;alkaliphilus;Dethiobacter alkaliphilus AHT1,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,62.07,pfam01855,KO:K00179,67,EC:1.2.7.8
WOR8_10016658,WOR_8-12_16015,SG8-51,42.6299,7042,WOR8_100166588,WOR8_10016658.25,6652,7041,389,644400355,643886183,56.9,Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Dethiobacter;alkaliphilus;Dethiobacter alkaliphilus AHT1,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,33.33,pfam00202,KO:K00823,50,EC:2.6.1.19
WOR8_10016494,WOR_8-12_15834,0,44.2397,7760,WOR8_100164947,WOR8_10016494.21,7063,7758,695,648128377,648028002,51.1,"Bacteria;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Acetohalobium;arabaticum;Acetohalobium arabaticum Z-7288, DSM 5501",domain,pfam01855,COG0674,30.84,pfam02780,KO:K00169,51.1,EC:1.2.7.1
WOR8_10004553,WOR_8-12_4552,0,41.9996,13443,WOR8_100045535,WOR8_10004553.16,1603,2373,770,2500108856,2500104001,58.1,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Ammonifex;unclassified Ammonifex;Ammonifex degensii,Methionine aminopeptidase,COG0024,COG0024,54.4,pfam00557,KO:K01265,58.1,EC:3.4.11.18
WOR8_10011418,WOR_8-12_10050,SG8-35-4,47.5081,8969,WOR8_1001141816,WOR8_10011418.50,6929,7639,710,2500108856,2500104001,63.8,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Ammonifex;unclassified Ammonifex;Ammonifex degensii,Methionine aminopeptidase,COG0024,COG0024,52.52,pfam00557,KO:K01265,63.8,EC:3.4.11.18
WOR8_10006857,WOR_8-12_6856,SG8-38-1,62.6126,20868,WOR8_1000685717,WOR8_10006857.54,20323,20868,545,2500109509,2500104001,55.3,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Ammonifex;unclassified Ammonifex;Ammonifex degensii,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,57.14,pfam00202,KO:K00821,55.3,EC:2.6.1.11
WOR8_10003278,WOR_8-12_3277,AD8-7,46.4121,15817,WOR8_100032782,WOR8_10003278.5,398,982,584,637263680,637000318,53.2,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;subterraneus tengcongensis;Caldanaerobacter subterraneus tengcongensis MB4T,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,30.85,pfam01558,KO:K00180,53.2,EC:1.2.7.8
WOR8_10003829,WOR_8-12_3828,SG8-2,46.4762,18971,WOR8_1000382917,WOR8_10003829.58,16563,17864,1301,637262904,637000318,53.5,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;subterraneus tengcongensis;Caldanaerobacter subterraneus tengcongensis MB4T,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,42.54,pfam00155,KO:K00812,53.5,EC:2.6.1.1
WOR8_10023333,WOR_8-12_23034,SG8-2,50.3704,5805,WOR8_100233332,WOR8_10023333.5,553,1743,1190,637262904,637000318,54.5,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;subterraneus tengcongensis;Caldanaerobacter subterraneus tengcongensis MB4T,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,43.03,pfam00155,KO:K00812,54.5,EC:2.6.1.1
WOR8_10004596,WOR_8-12_4595,SG8-4,55.0367,13362,WOR8_100045968,WOR8_10004596.26,6565,7755,1190,637262750,637000318,52.1,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;subterraneus tengcongensis;Caldanaerobacter subterraneus tengcongensis MB4T,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,41.29,pfam00155,KO:K00812,52.1,EC:2.6.1.1
WOR8_10000174,WOR_8-12_173,0,50.01,134961,WOR8_100001745,WOR8_10000174.17,5184,6638,1454,2524282722,2524023160,55.9,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Desulfovirgula;thermocuniculi;Desulfovirgula thermocuniculi DSM 16036,Aminotransferase class-V,pfam00266,COG1921,27.16,pfam00266,,,
WOR8_10014701,WOR_8-12_13858,SG8-51-3,54.2835,7599,WOR8_100147012,WOR8_10014701.5,638,1798,1160,2524281961,2524023160,57.8,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Desulfovirgula;thermocuniculi;Desulfovirgula thermocuniculi DSM 16036,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,32.25,pfam00155,KO:K11358,55.4,EC:2.6.1.1
WOR8_10003425,WOR_8-12_3424,SG8-5,54.9935,15500,WOR8_100034259,WOR8_10003425.30,10892,15499,4607,637828177,637000167,23.7,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Moorella;thermoacetica;Moorella thermoacetica ATCC 39073,Clostripain family,pfam03415,,,pfam03415,,,
WOR8_10032340,WOR_8-12_46345,0,41.101,6467,WOR8_100323404,WOR8_10032340.13,4016,5215,1199,650850261,650716094,32.8,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Tepidanaerobacter;sp.;Tepidanaerobacter sp. Re1,Aminotransferase class-V,pfam00266,COG1921,29.73,pfam00266,KO:K01042,32.8,EC:2.9.1.1
WOR8_10028938,WOR_8-12_28779,0,44.5825,5150,WOR8_100289386,WOR8_10028938.20,4741,5148,407,650849870,650716094,74.8,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Tepidanaerobacter;sp.;Tepidanaerobacter sp. Re1,domain,pfam01855,COG0674,53.91,pfam01855,KO:K00174,74.8,EC:1.2.7.3
WOR8_10029787,WOR_8-12_29638,AD8-7,44.6178,5063,WOR8_100297872,WOR8_10029787.4,670,1863,1193,650849527,650716094,60.9,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Tepidanaerobacter;sp.;Tepidanaerobacter sp. Re1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,43.86,pfam00202,KO:K00819,60.9,EC:2.6.1.13
WOR8_10024008,WOR_8-12_23737,SG8-16,48.6169,5712,WOR8_100240088,WOR8_10024008.24,4792,5382,590,650850791,650716094,50.5,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Tepidanaerobacter;sp.;Tepidanaerobacter sp. Re1,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,29.02,pfam01558,KO:K00180,50.5,EC:1.2.7.8
WOR8_10003130,WOR_8-12_3129,SG8-16,50.1174,16182,WOR8_1000313015,WOR8_10003130.50,12657,13403,746,2518188024,2517572223,49.4,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermacetogenium;phaeum;Thermacetogenium phaeum PB, DSM 12270",Methionine aminopeptidase,COG0024,COG0024,43.55,pfam00557,KO:K01265,49.4,EC:3.4.11.18
WOR8_10023167,WOR_8-12_22862,SG8-2,49.1844,9257,WOR8_100231672,WOR8_10023167.5,4141,5529,1388,2518187000,2517572223,53.9,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermacetogenium;phaeum;Thermacetogenium phaeum PB, DSM 12270",Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,53.96,pfam00202,KO:K01845,53.9,EC:5.4.3.8
WOR8_10011554,WOR_8-12_10215,0,46.3467,8896,WOR8_100115546,WOR8_10011554.17,6643,7806,1163,2503595817,2503538017,43.4,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermanaeromonas;toyohensis;Thermanaeromonas toyohensis ToBE, DSM 14490",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,39.68,pfam00155,KO:K00812,40.9,EC:2.6.1.1
WOR8_10014622,WOR_8-12_13771,SG8-18,48.1112,7624,WOR8_100146226,WOR8_10014622.18,2151,2900,749,2503594668,2503538017,61,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermanaeromonas;toyohensis;Thermanaeromonas toyohensis ToBE, DSM 14490",Methionine aminopeptidase,COG0024,COG0024,56.35,pfam00557,KO:K01265,57.7,EC:3.4.11.18
WOR8_10024782,WOR_8-12_24533,SG8-4,55.2167,5607,WOR8_100247821,WOR8_10024782.1,1,321,320,641543245,641522655,62.3,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter;pseudethanolicus;Thermoanaerobacter pseudethanolicus 39E, ATCC 33223","Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,58.88,pfam00310,KO:K00820,62.3,EC:2.6.1.16
WOR8_10003429,WOR_8-12_3428,SG8-25,62.9522,28142,WOR8_100034299,WOR8_10003429.31,10782,11366,584,648126510,648028061,72.9,"Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Thermosediminibacter;oceani;Thermosediminibacter oceani JW/IW-1228P, DSM 16646",domain,pfam01855,COG0674,34.68,pfam01855,KO:K00169,72.9,EC:1.2.7.1
WOR8_10018448,WOR_8-12_17926,0,41.2474,6638,WOR8_100184489,WOR8_10018448.19,6278,6637,359,643373164,643348530,26.3,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermodesulfobiaceae;Coprothermobacter;proteolyticus;Coprothermobacter proteolyticus DSM 5265,Peptidase family M1,pfam01433,,,pfam01433,,,
WOR8_10000256,WOR_8-12_255,0,32.362,55046,WOR8_1000025652,WOR8_10000256.185,54557,55045,488,650013664,649989945,45.5,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae bacterium;sp.;Erysipelotrichaceae bacterium sp. 3_1_53,Peptidase S24-like,pfam00717,,,pfam00717,,,
WOR8_10016136,WOR_8-12_15446,0,44.7277,7179,WOR8_100161362,WOR8_10016136.4,169,930,761,2518640323,2518285615,57.3,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaeromusa;acidaminophila;Anaeromusa acidaminophila DSM 3853,Methionine aminopeptidase,COG0024,COG0024,51.2,pfam00557,KO:K01265,55.5,EC:3.4.11.18
WOR8_10001255,WOR_8-12_1254,AD8-6,50.1965,26203,WOR8_1000125515,WOR8_10001255.40,12506,13810,1304,2511470925,2511231046,54.1,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Pelosinus;sp.;Pelosinus sp. HCF1,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,42.73,pfam00202,KO:K01845,42,EC:5.4.3.8
WOR8_10024008,WOR_8-12_23737,SG8-16,48.6169,5712,WOR8_100240089,WOR8_10024008.27,5375,5710,335,2514207593,2513237213,49.5,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;ruminantium lactilytica;Selenomonas ruminantium lactilytica TAM6421,,,COG4231,40.52,pfam12838,KO:K00179,49.5,EC:1.2.7.8
WOR8_10010624,WOR_8-12_9061,0,45.2686,9437,WOR8_100106247,WOR8_10010624.21,3482,4225,743,2512543534,2512047088,60.3,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Sporomusa;sp.;Sporomusa sp. KB1,Methionine aminopeptidase,COG0024,COG0024,50.6,pfam00557,KO:K01265,59.8,EC:3.4.11.18
WOR8_10004506,WOR_8-12_4505,SG8-51-1,45.7619,19549,WOR8_100045067,WOR8_10004506.18,3916,4227,311,640209520,640196202,74.7,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Thermosinus;carboxydivorans;Thermosinus carboxydivorans Nor1,domain,pfam01855,COG0674,48.89,pfam01855,KO:K00174,71.4,EC:1.2.7.3
WOR8_10030641,WOR_8-12_31286,0,36.502,6638,WOR8_100306416,WOR8_10030641.20,3274,4041,767,644360255,643886074,50.8,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;dispar;Veillonella dispar ATCC 17748,Methionine aminopeptidase,COG0024,COG0024,47.47,pfam00557,KO:K01265,50.6,EC:3.4.11.18
WOR8_10025221,WOR_8-12_24991,SG8-2,45.8851,5553,WOR8_100252216,WOR8_10025221.19,3852,4628,776,649703319,649633056,27.5,"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Ilyobacter;polytropus;Ilyobacter polytropus CuHBu1, DSM 2926",Peptidase S24-like,pfam00717,COG1396,19.17,pfam13443,,,
WOR8_10011876,WOR_8-12_10615,0,67.3083,9819,WOR8_1001187611,WOR8_10011876.36,5341,6111,770,643773474,643692024,64.5,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Methionine aminopeptidase,COG0024,COG0024,52.96,pfam00557,KO:K01265,64.5,EC:3.4.11.18
WOR8_10027541,WOR_8-12_27350,SG8-17,59.2299,5298,WOR8_100275417,WOR8_10027541.22,4839,5297,458,637983192,637000001,41.8,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Peptidase family M50,pfam02163,,,pfam02163,,,
WOR8_10030732,WOR_8-12_31888,SG8-17,59.4333,5682,WOR8_100307323,WOR8_10030732.9,4838,5335,497,2506736164,2506520046,70.3,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,domain,pfam01855,COG0674,30.5,pfam01855,KO:K03737,67.1,EC:1.2.7.-
WOR8_10011335,WOR_8-12_9941,SG8-17,58.7335,9017,WOR8_100113355,WOR8_10011335.14,4536,7289,2753,2515909505,2515154167,53,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Zinc carboxypeptidase,pfam00246,,,pfam14258,,,
WOR8_10024076,WOR_8-12_23808,SG8-17,57.7591,5703,WOR8_100240761,WOR8_10024076.1,3,311,308,2504771374,2504756004,45.5,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Peptidase family M1,pfam01433,,,pfam01433,,,
WOR8_10007019,WOR_8-12_7018,SG8-17,58.4652,11246,WOR8_100070196,WOR8_10007019.17,6034,7776,1742,2515843888,2515154152,27.9,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Zinc carboxypeptidase,pfam00246,,,pfam00246,,,
WOR8_10015904,WOR_8-12_15187,SG8-17,58.8958,7245,WOR8_100159044,WOR8_10015904.12,2238,3983,1745,2515843888,2515154152,26.5,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Zinc carboxypeptidase,pfam00246,,,pfam09153,,,
WOR8_10022065,WOR_8-12_21715,SG8-17,62.7379,5990,WOR8_100220653,WOR8_10022065.8,3710,5410,1700,2515843888,2515154152,33.3,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Zinc carboxypeptidase,pfam00246,,,pfam00246,,,
WOR8_10031767,WOR_8-12_39571,SG8-17,60.9794,6494,WOR8_100317676,WOR8_10031767.21,5670,6329,659,2520602410,2519899682,62.9,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",pfam02775,COG0028,27.14,pfam02775,,,
WOR8_10013718,WOR_8-12_12754,SG8-17,60.0101,7942,WOR8_100137182,WOR8_10013718.5,820,2148,1328,2509789261,2509601029,48.5,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,4-aminobutyrate aminotransferase and related aminotransferases,COG0160,COG0160,41.59,pfam00202,KO:K00823,49.1,EC:2.6.1.19
WOR8_10011601,WOR_8-12_10268,SG8-17,58.1096,8866,WOR8_100116016,WOR8_10011601.18,5306,5881,575,650850791,650716094,45,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,30.93,pfam01558,KO:K00180,45,EC:1.2.7.8
WOR8_10011601,WOR_8-12_10268,SG8-17,58.1096,8866,WOR8_100116015,WOR8_10011601.15,3571,5319,1748,2503594892,2503538017,48.1,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,43.9,pfam00037,KO:K00179,48.2,EC:1.2.7.8
WOR8_10007186,WOR_8-12_7185,SG8-17,61.0837,14007,WOR8_100071861,WOR8_10007186.1,3,863,860,643773551,643692024,61.4,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Zinc carboxypeptidase,pfam00246,,,pfam00246,,,
WOR8_10028837,WOR_8-12_28676,SG8-17,60.155,5160,WOR8_100288373,WOR8_10028837.7,1445,4051,2606,643772620,643692024,35.4,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Zinc carboxypeptidase,pfam00246,COG0378,23.53,pfam07090,,,
WOR8_10008907,WOR_8-12_12357,SG8-17,59.5139,12303,WOR8_1000890710,WOR8_10008907.35,12159,12302,143,643773474,643692024,73.7,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,,,COG0024,65.62,,KO:K01265,73.7,EC:3.4.11.18
WOR8_10024384,WOR_8-12_24125,SG8-17,59.8763,5660,WOR8_100243844,WOR8_10024384.13,3222,4496,1274,643773345,643692024,42.5,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,36.05,pfam00155,KO:K00812,42.5,EC:2.6.1.1
WOR8_10024912,WOR_8-12_24671,SG8-17,61.7284,5589,WOR8_100249124,WOR8_10024912.11,1916,3070,1154,643774644,643692024,47.2,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Glutamate-1-semialdehyde aminotransferase,COG0001,COG0001,31.97,pfam00202,KO:K01845,47.2,EC:5.4.3.8
WOR8_10029901,WOR_8-12_29753,SG8-17,57.9739,5054,WOR8_100299011,WOR8_10029901.1,3,626,623,643773474,643692024,62.6,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Methionine aminopeptidase,COG0024,COG0024,53.59,pfam05553,KO:K01265,62.6,EC:3.4.11.18
WOR8_10010352,WOR_8-12_8716,SG8-17,61.0788,9640,WOR8_100103521,WOR8_10010352.1,329,1546,1217,2514222894,2513237218,73.8,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,35.04,pfam00155,KO:K00812,73.8,EC:2.6.1.1
WOR8_10028356,WOR_8-12_28183,SG8-17,60.0154,5207,WOR8_100283561,WOR8_10028356.1,1,354,353,649910975,649633058,39.3,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Zinc carboxypeptidase,pfam00246,,,pfam00246,,,
WOR8_10032313,WOR_8-12_45848,SG8-17,59.6577,8765,WOR8_1003231312,WOR8_10032313.38,8580,8765,185,637680769,637000088,40.4,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Peptidase propeptide and YPEB domain,pfam03413,,,pfam03413,,,
WOR8_10010422,WOR_8-12_8811,SG8-17,59.1939,9577,WOR8_100104222,WOR8_10010422.2,400,1113,713,2512873171,2512564091,42,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;aurantiaca;Gemmatimonas aurantiaca T-27T,Peptidase S24-like,pfam00717,COG4959,17.76,pfam11345,KO:K03100,42.6,EC:3.4.21.89
